league_id,league_name,year,draft_type,num_teams,scoring_type,roster_size,num_starters,num_bench,ppr_points,keepers,num_rostered_qb,num_rostered_rb,num_rostered_rb_wr,num_rostered_wr,num_rostered_te,num_rostered_d_st,num_rostered_k,num_rostered_be,num_rostered_rb_wr_te,num_rostered_ir,num_rostered_wr_te,num_rostered_dt,num_rostered_de,num_rostered_lb,num_rostered_edr,num_rostered_cb,num_rostered_s,num_rostered_dp,num_rostered_p,num_rostered_hc,num_rostered_op,num_rostered_dl,num_rostered_db
614546,Kayaks,2017,draft,8,head_to_head_points,17,10,7,0,2,1,2,1,3,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615150,Seventh Times A Charm,2017,draft,10,head_to_head_points,16,9,7,0,1,1,2,0,2,1,1,1,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
614568,Emerald Isle Chump League,2017,draft,10,head_to_head_points,20,10,10,0,0,1,2,0,3,1,1,1,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
614588,Rehab Rejects,2017,draft,10,head_to_head_points,16,9,7,0,0,1,2,1,2,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614590,New York 12-Team 614590,2017,draft,12,head_to_head_points,16,9,7,0,0,1,2,0,2,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614594,Fantasy Football PeeWees,2017,draft,8,head_to_head_points,17,10,7,0,0,1,2,1,2,1,1,1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
614599,greens,2017,draft,4,head_to_head_points,16,8,8,0,0,1,2,1,2,1,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614606,The Gods of Football,2017,draft,12,head_to_head_points,16,9,7,0,0,1,2,0,2,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614609,San Francisco 614609,2017,draft,10,head_to_head_points,16,9,7,0,0,1,2,0,2,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614615,Arizona 8-Team 614615,2017,draft,8,head_to_head_points,16,9,7,0,0,1,2,0,2,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614627,Financial Aid Fantasy Football,2017,draft,12,head_to_head_points,16,9,7,1,0,1,2,0,2,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614634,Arizona 614634,2017,draft,10,head_to_head_points,16,9,7,0,0,1,2,0,2,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614642,WES,2017,draft,8,head_to_head_points,20,13,7,1,2,2,2,0,2,1,0,1,7,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0
614644,alphagetchyainthemorning,2017,draft,14,head_to_head_points,13,8,5,0,0,1,2,0,2,1,1,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
614661,B.O.H.I.C.A.,2017,draft,12,head_to_head_points,17,9,8,0,2,1,2,0,2,1,1,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614670,Los Angeles 614670,2017,draft,10,head_to_head_points,16,9,7,0,0,1,2,0,2,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614681,Cardenas Brothers,2017,draft,10,head_to_head_points,16,9,7,0,0,1,2,0,2,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614689,Elmers Fantasy,2017,draft,10,head_to_head_points,22,10,12,0.5,0,1,2,0,2,1,1,1,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614711,Little Girl Puss Posse,2017,draft,10,head_to_head_points,16,10,6,0,0,1,2,0,3,1,1,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614720,Long Island Super Bowl,2017,draft,12,head_to_head_points,20,14,6,0,2,1,2,0,2,1,1,1,6,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0
614722,Super S Fantasy Football League,2017,draft,10,head_to_head_points,20,9,11,0.5,0,1,2,0,2,1,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
614733,PWFL,2017,draft,10,head_to_head_points,14,8,6,0,0,1,2,0,0,0,1,1,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
614734,Detroit 614734,2017,draft,10,head_to_head_points,16,9,7,0,0,1,2,0,2,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614736,Power Football,2017,draft,12,head_to_head_points,17,10,7,0.5,0,1,2,0,2,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
614738,Sd Alumni League,2017,draft,8,head_to_head_points,18,10,8,0,0,1,2,0,2,1,1,1,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
614739,Agan17,2017,draft,10,head_to_head_points,15,9,6,0,0,1,2,1,2,1,1,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
614755,Pittsburgh 8-Team PPR 614755,2017,draft,8,head_to_head_points,16,9,7,1,0,1,2,0,2,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614757,Leip-ing Lizards!,2017,draft,12,head_to_head_points,16,9,7,1,0,1,2,0,2,1,1,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
614767,The League,2017,draft,10,head_to_head_points,16,9,7,1,0,1,2,1,2,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614769,Ready for some football!,2017,draft,12,head_to_head_points,16,10,6,0,0,1,2,0,2,1,1,1,6,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
614793,Flipadelphia,2017,draft,12,head_to_head_points,16,9,7,0,0,1,2,0,2,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614797,Digital Tools,2017,draft,12,head_to_head_points,16,9,7,0,0,1,2,1,2,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614799,Denver 12-Team PPR 614799,2017,draft,12,head_to_head_points,16,9,7,1,0,1,2,0,2,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614802,Jacksonville 614802,2017,draft,10,head_to_head_points,16,9,7,0,0,1,2,0,2,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614823,SIN CITY DWELLERS,2017,draft,12,head_to_head_points,16,9,7,1,0,1,2,1,2,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614829,6 TIME CHAMPS,2017,draft,10,head_to_head_points,14,8,6,0,0,1,1,0,2,1,1,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614830,Chicago 614830,2017,draft,10,head_to_head_points,16,9,7,0,0,1,2,0,2,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614843,Legendary League,2017,draft,10,head_to_head_points,16,9,7,1,0,1,2,0,2,1,1,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
614849,Has Beens,2017,draft,12,head_to_head_points,17,10,7,0,0,1,2,0,2,1,0,1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
614862,The Defenders Challenge,2017,draft,12,head_to_head_points,30,20,10,0,0,1,2,1,2,1,1,1,10,1,0,0,1,2,3,0,0,0,0,0,1,0,0,3
614865,THE LEAGUE 4,2017,draft,12,head_to_head_points,16,9,7,0,0,1,2,0,2,0,1,1,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
614874,Elite Fantasy Football League,2017,draft,10,head_to_head_points,16,9,7,0,1,1,2,1,2,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614876,Greenwich Finest,2017,draft,10,head_to_head_points,17,10,7,1,5,2,2,1,2,1,1,1,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
614877,Pittsburgh 8-Team 614877,2017,draft,8,head_to_head_points,16,9,7,0,0,1,2,0,2,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614891,ExtraOrdinary Gentlemen,2017,draft,10,head_to_head_points,16,9,7,1,0,1,2,0,2,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614906,Kloeker/Ross/Henry,2017,draft,8,head_to_head_points,16,9,7,0,0,1,2,0,2,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614909,UKDopeFiendz,2017,draft,12,head_to_head_points,16,9,7,1,0,1,2,0,2,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614916,Ultimate Team PPR 2017,2017,draft,12,head_to_head_points,14,9,5,1,0,1,2,0,2,1,1,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
614930,Forensic Fantasy Football,2017,draft,12,head_to_head_points,16,9,7,0,0,1,2,0,2,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614936,Brophy Trophy League,2017,draft,8,head_to_head_points,21,11,10,0.5,0,1,2,0,2,1,1,1,10,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
614944,GFWFL,2017,draft,10,head_to_head_points,17,9,8,0,0,1,2,1,2,1,1,1,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
614952,Girls Gone Fantasy,2017,draft,10,head_to_head_points,16,9,7,1,1,1,2,0,2,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614957,Minnesota 614957,2017,draft,10,head_to_head_points,16,9,7,0,0,1,2,0,2,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614958,Spongebob Score Pants,2017,draft,12,head_to_head_points,16,9,7,0.2,0,1,2,0,2,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614959,Children of The Corn,2017,draft,10,head_to_head_points,16,9,7,0,0,1,2,0,2,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614965,The badlands,2017,draft,12,head_to_head_points,16,9,7,0,0,1,2,0,2,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614967,Derm League,2017,draft,12,head_to_head_points,13,9,4,0,0,1,2,0,2,1,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614969,Joshs tiny tee with a deep v,2017,draft,10,head_to_head_points,16,9,7,0.5,0,1,2,0,2,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614990,Dirty Birds 2016,2017,draft,12,head_to_head_points,16,9,7,0,0,1,2,1,2,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615001,Brothers From Other Mothers,2017,draft,10,head_to_head_points,15,10,5,0.5,0,1,1,0,2,1,2,1,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
615006,League of Extraordinary Playas,2017,draft,10,head_to_head_points,14,9,5,0,0,1,2,0,2,1,1,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615010,The Learning n Achieving League,2017,draft,6,head_to_head_points,15,9,6,1,0,1,2,0,2,1,1,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615026,Mohan League,2017,draft,12,head_to_head_points,14,9,5,0,0,1,2,0,2,1,1,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615027,League of Xtraordinary Gentlemen,2017,draft,12,head_to_head_points,16,9,7,1,0,1,2,0,2,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615035,Football Junkies 5,2017,draft,12,head_to_head_points,16,9,7,0,0,1,2,0,2,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615036,C-squared 2017,2017,draft,12,head_to_head_points,15,10,5,0.9,1,1,1,0,3,1,1,1,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
615037,NYC GREATEST HITS,2017,draft,12,head_to_head_points,15,10,5,0.5,0,1,2,0,3,1,1,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
615043,American Express League,2017,draft,10,head_to_head_points,16,9,7,0.5,0,1,2,0,2,1,1,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
615045,Oakland 615045,2017,draft,10,head_to_head_points,16,9,7,0,0,1,2,0,2,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615047,Los Angeles PPR 615047,2017,draft,10,head_to_head_points,16,9,7,1,0,1,2,0,2,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615056,New York 615056,2017,draft,10,head_to_head_points,16,9,7,0,0,1,2,0,2,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615069,EY IAAS Chicago,2017,draft,14,head_to_head_points,14,9,5,0,0,1,2,0,2,1,1,1,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
615073,Miami 615073,2017,draft,10,head_to_head_points,16,9,7,0,0,1,2,0,2,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615099,New England 615099,2017,draft,10,head_to_head_points,16,9,7,0,0,1,2,0,2,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615124,Lakeside Class of 2012,2017,draft,10,head_to_head_points,16,9,7,0,0,1,2,0,2,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615141,MP Fantasy Football,2017,draft,12,head_to_head_points,16,9,7,0,0,1,2,0,2,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615143,Naptown Squadron,2017,draft,10,head_to_head_points,15,9,6,0,0,1,2,0,2,1,1,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
615144,PrimeTime Xperts,2017,draft,10,head_to_head_points,18,11,7,1,3,1,2,2,2,1,1,1,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
615152,BTD league,2017,draft,8,head_to_head_points,16,10,6,1,0,1,2,0,3,1,1,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615153,The B-League,2017,draft,12,head_to_head_points,15,9,6,0,0,1,2,0,3,1,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615174,CSMF,2017,draft,10,head_to_head_points,15,9,6,0,0,1,2,1,2,1,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615175,Atlanta 8-Team 615175,2017,draft,8,head_to_head_points,16,9,7,0,0,1,2,0,2,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615177,Renaissance Fantasy Freaks,2017,draft,10,head_to_head_points,18,11,7,0,0,2,2,0,2,1,1,1,7,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
615188,Sheeps,2017,draft,10,head_to_head_points,16,9,7,0.5,0,1,2,0,2,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615190,IT STARTED WITH A PAUL,2017,draft,10,head_to_head_points,15,9,6,0,0,1,2,0,2,1,1,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615215,The League of Thrones,2017,draft,10,head_to_head_points,15,9,6,1,0,1,2,0,2,1,1,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615216,SWAT,2017,draft,10,head_to_head_points,16,9,7,0,0,1,2,0,3,1,1,1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
615221,South Alabama fantasy league,2017,draft,8,head_to_head_points,17,10,7,1,0,1,2,0,2,1,1,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615222,Hurricane Gang,2017,draft,12,head_to_head_points,14,9,5,0,0,1,2,1,2,1,1,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
615225,KeyPounders,2017,draft,10,head_to_head_points,16,9,7,0.5,1,1,2,1,2,1,1,1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
615227,GRID IRON LEAGUE,2017,draft,10,head_to_head_points,16,9,7,0,0,1,2,0,2,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615235,A League Has No Name,2017,draft,14,head_to_head_points,16,9,7,0,0,1,2,0,2,1,1,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
615257,Trash Bowl 17,2017,draft,10,head_to_head_points,17,9,8,0,0,1,2,0,2,1,1,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615258,The Cult,2017,draft,10,head_to_head_points,15,8,7,1,0,1,2,0,2,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615262,SERENITY NOW,2017,draft,8,head_to_head_points,16,9,7,0,0,1,2,1,2,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615264,Great Football Minds,2017,draft,10,head_to_head_points,16,9,7,0,0,1,2,0,2,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615274,New York 615274,2017,draft,10,head_to_head_points,16,9,7,0,0,1,2,0,2,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615286,League of Well-Endowed Men,2017,draft,10,head_to_head_points,17,10,7,0,0,1,2,0,2,1,1,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615298,Detroit 8-Team 615298,2017,draft,8,head_to_head_points,16,9,7,0,0,1,2,0,2,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615332,Walkers,2017,draft,4,head_to_head_points,16,9,7,0,0,1,2,1,2,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615333,Jakeferbs Football,2017,draft,10,head_to_head_points,16,9,7,0,0,1,2,0,2,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615337,The Red Zone,2017,draft,12,head_to_head_points,11,8,3,0,0,1,0,0,0,0,1,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615342,Arizona PPR 615342,2017,draft,10,head_to_head_points,16,9,7,1,0,1,2,0,2,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615346,Fuck Yo Couch League,2017,draft,12,head_to_head_points,16,9,7,0,0,1,2,0,2,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615352,Braggin Rights,2017,draft,8,head_to_head_points,18,10,8,0,0,1,3,0,3,1,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615356,We Are TAMily,2017,draft,14,head_to_head_points,15,8,7,0.5,0,1,2,0,2,1,1,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
615364,Hoboken Diaspora,2017,draft,12,head_to_head_points,16,10,6,0.25,0,1,2,0,3,1,1,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615367,Butt Fumbles Galore,2017,draft,10,head_to_head_points,16,9,7,1,0,1,2,0,2,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615369,Mr Rodgers Neighborhood,2017,draft,12,head_to_head_points,16,9,7,1,0,1,2,0,2,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615374,UNSPORTSMANLIKE CONDUCT 17,2017,draft,10,head_to_head_points,15,9,6,0,0,1,2,0,2,1,1,1,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
615375,Indy v Phoenix,2017,draft,10,head_to_head_points,17,9,8,1,0,1,2,0,2,1,1,1,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
615382,Two Creeks Fantasy Football,2017,draft,12,head_to_head_points,15,9,6,0,0,1,2,0,2,1,1,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615392,Dish and Wish League,2017,draft,12,head_to_head_points,17,10,7,1,0,1,2,0,2,1,1,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615398,Fox Sports,2017,draft,12,head_to_head_points,16,9,7,0,0,1,2,0,2,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615402,Baltimore 615402,2017,draft,10,head_to_head_points,16,9,7,0,0,1,2,0,2,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615410,The Boys Who Wouldnt Grow Up,2017,draft,12,head_to_head_points,16,9,7,1,0,1,2,0,2,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615421,Da Hard Hittas,2017,draft,10,head_to_head_points,16,9,7,0,0,1,2,0,2,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615423,TouchdownFunk,2017,draft,12,head_to_head_points,16,9,7,0,0,1,2,0,2,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615429,The League of Ordinary Men,2017,draft,12,head_to_head_points,16,9,7,0,0,1,2,0,2,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615432,Back to Chico,2017,draft,12,head_to_head_points,16,9,7,1,0,1,2,1,2,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615443,Tennessee 615443,2017,draft,10,head_to_head_points,16,9,7,0,0,1,2,0,2,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615450,The Glory Bowl,2017,draft,12,head_to_head_points,16,9,7,1,0,1,2,0,2,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615454,Farts of Gold,2017,draft,10,head_to_head_points,16,9,7,0,0,1,2,0,2,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615457,Bay Area Homies Attempt Fantasy,2017,draft,10,head_to_head_points,15,8,7,1,2,1,1,1,2,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615462,Football til You Die,2017,draft,10,head_to_head_points,15,9,6,0.5,0,1,2,0,2,1,1,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615475,BFL - Ballard Family League,2017,draft,10,head_to_head_points,16,9,7,1,0,1,2,0,2,1,1,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
615478,Pat gettin Vasolined in 17,2017,draft,8,head_to_head_points,17,10,7,0,0,2,2,0,2,1,1,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
615486,Philadelphia 12-Team 615486,2017,draft,12,head_to_head_points,16,9,7,0,0,1,2,0,2,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615496,Kennedy,2017,draft,6,head_to_head_points,16,9,7,0,0,1,1,1,2,1,1,1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
615507,All in the Family,2017,draft,10,head_to_head_points,16,9,7,1,0,1,2,0,2,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615519,Southern Fried Football,2017,draft,12,head_to_head_points,16,9,7,0,0,1,2,0,2,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615520,First Light,2017,draft,20,head_to_head_points,16,9,7,0,0,1,2,0,2,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615521,Marlins,2017,draft,10,head_to_head_points,16,9,7,0,0,1,2,0,2,1,1,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
615528,Bring it On!,2017,draft,10,head_to_head_points,18,11,7,1,0,1,2,0,2,1,1,1,7,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
615535,Baltimore 615535,2017,draft,10,head_to_head_points,16,9,7,0,0,1,2,0,2,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615541,RFFL,2017,draft,12,head_to_head_points,15,9,6,1,0,1,2,0,2,1,1,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
615547,Fooshizzle Fantasy,2017,draft,6,head_to_head_points,16,9,7,0,0,1,2,0,2,1,1,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
615555,BET VII,2017,draft,12,head_to_head_points,16,9,7,1,0,1,2,0,3,1,1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615556,"Huck it, Chuck it, Football!",2017,draft,12,head_to_head_points,16,9,7,0.5,0,1,2,0,2,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615563,Bricksquad,2017,draft,12,head_to_head_points,16,9,7,1,0,1,2,1,2,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615565,Rats Live on No Evil Star 2017,2017,draft,12,head_to_head_points,16,9,7,0.5,0,1,2,0,2,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615568,New Orleans 8-Team 615568,2017,draft,8,head_to_head_points,16,9,7,0,0,1,2,0,2,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615590,Aqui Para la Cerveza,2017,draft,14,head_to_head_points,16,9,7,0,0,1,2,0,2,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615596,Frandy Hayarky League,2017,draft,10,head_to_head_points,17,10,7,0,2,1,2,1,2,1,1,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
615608,Peterson Playas,2017,draft,10,head_to_head_points,18,10,8,0,0,1,2,1,3,1,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615618,The League,2017,draft,12,head_to_head_points,16,9,7,0,0,1,2,0,2,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615623,The League of Platinum,2017,draft,10,head_to_head_points,16,10,6,0.5,0,1,2,0,3,1,1,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615634,token white guy,2017,draft,12,head_to_head_points,16,9,7,0,1,1,2,1,2,1,1,1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
615639,Chicken Finger Wagon,2017,draft,11,head_to_head_points,14,9,5,0,0,1,2,1,1,1,1,1,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
615645,ZEPHYRHOOLIGANS,2017,draft,10,head_to_head_points,16,9,7,0,0,1,2,0,2,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615649,WF,2017,draft,10,head_to_head_points,16,9,7,0,1,1,2,0,2,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615657,Backyard Fantasy,2017,draft,10,head_to_head_points,18,10,8,1,2,1,2,0,2,1,1,1,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615667,dArtagnans Fantasy League,2017,draft,12,head_to_head_points,17,10,7,0,1,1,2,0,2,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
615673,The Opium Den,2017,draft,12,head_to_head_points,16,9,7,0,0,1,2,0,2,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615678,Yo Mammas Big Fat Booty,2017,draft,10,head_to_head_points,17,9,8,1,1,1,2,0,2,1,1,1,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
615686,SMASH-MOUTH 2017,2017,draft,10,head_to_head_points,16,9,7,0,0,1,2,0,2,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615693,ollynators,2017,draft,8,head_to_head_points,16,9,7,0,0,1,2,0,2,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615694,alma football league,2017,draft,12,head_to_head_points,16,9,7,0,0,1,2,1,2,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615698,Sicarios Inc,2017,draft,12,head_to_head_points,16,9,7,0,0,1,2,0,2,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615728,Pittsburgh 615728,2017,draft,10,head_to_head_points,16,9,7,0,0,1,2,0,2,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615729,Triton20FFB,2017,draft,10,head_to_head_points,16,9,7,0,0,1,2,0,2,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
