owner_id,league_id,team_name,wins,losses,ties,pts_scored,pts_against
2,614546,Have Bush? Get Barber!,11,3,0,1565,1256
7,614546,What did the  Ram Say?,9,5,0,1483,1309
1,614546,Blue Steel,10,4,0,1457,1318
3,614546,Too Many Cooks,7,7,0,1314,1444
4,614546,SWAN KILLER,6,8,0,1381,1332
5,614546,RIP Ben,2,12,0,1053,1427
9,614546,Full Throttlisberger,5,9,0,1277,1422
8,614546,Flocka Wakas,6,8,0,1357,1379
1,615150,Annexation of Puerto Rico,7,6,0,1235,1286
3,615150,Turn Down For Watt,8,5,0,1350,1230
7,615150,Cheddar Champs,6,7,0,1239,1123
6,615150,Sagnasty Triple Threat,10,3,0,1361,1208
14,615150,Backfields and Mccoys,7,6,0,1221,1166
5,615150,Jerry BALLS In Your Mouth,8,5,0,1249,1096
18,615150,Khaki Kings,6,7,0,1118,1234
16,615150,Karma Drones,5,8,0,1148,1230
17,615150,"""Jake"" from State Farm",5,8,0,1142,1253
4,615150,1.21 Jalen  Watts,3,10,0,1041,1278
11,614568,Team Roush,9,4,0,1321,1069
10,614568,CROMARTIES KIDZ,9,4,0,1446,1237
1,614568,Front Street Gila Monsters,8,5,0,1410,1159
2,614568,chuck dogg Droppin Elbows!,8,5,0,1372,1336
5,614568,EI Spartans,5,8,0,1214,1315
8,614568,Team Tyronious,7,6,0,1208,1261
4,614568,Team Sawyer,3,10,0,1099,1429
6,614568,Marsh Cove  destroyers,8,5,0,1278,1176
7,614568,Chump MASTER,5,8,0,1099,1180
9,614568,Shawn Pinzel,3,10,0,1209,1494
24,614588,Sanduskys D,9,4,0,1228,1108
21,614588,Hernandez 200 Threadcount,9,3,1,1295,1119
13,614588,Whitacre Bulldogs,8,4,1,1358,1135
1,614588,Dope Boys,7,6,0,1187,1331
14,614588,Tidewater Tecatos,6,7,0,1079,1118
5,614588,Victorious Secret,5,8,0,1040,1149
3,614588,B4 CRACK Cookers,7,6,0,1156,1109
25,614588,BIG DADDY DIESEL ,4,9,0,1114,1194
22,614588,El Chapo,5,7,1,1103,1206
23,614588,BIG RON,3,9,1,1081,1172
12,614590,Billy O #11,12,1,0,1314,895
3,614590,Team 3,8,5,0,1011,950
9,614590,Cle Valley,11,2,0,1081,976
10,614590,Tennessee Titans,8,5,0,1102,1039
6,614590,Team 6,6,7,0,1022,1045
11,614590,Memphis Mud ,7,6,0,950,939
4,614590,Salve 40,6,7,0,1238,1123
8,614590,My Savages,5,8,0,925,921
5,614590,Team 5,2,11,0,918,1196
1,614590,Alaska 1,6,7,0,843,874
7,614590,Team 7,4,9,0,890,989
2,614590,G.o.A.t  Squad,3,10,0,787,1132
4,614594,Waverly Vikes4Sure,11,2,1,1490,1177
1,614594,"Trump  ""Many Sides""",9,4,1,1499,1198
8,614594,Wild Stallions,10,4,0,1348,1227
3,614594,Devontas Inferno,8,6,0,1320,1265
2,614594,North Liberty Kinnicks,5,9,0,1029,1326
5,614594,Donny John Hedge Huggers,3,11,0,1130,1297
6,614594,Trump Nation,5,9,0,1211,1370
7,614594,St.Paul Cats,4,10,0,982,1149
2,614599,Patriots Ryan,4,9,0,1197,1262
3,614599,Eagles Drew,7,6,0,1153,1215
1,614599,Redskins Dad,8,5,0,1173,1095
5,614599,DaBears Grandpa Bob,7,6,0,1195,1146
12,614606,Fancy Pants,9,5,0,1170,1072
6,614606,Hope and a Prayer,8,6,0,1274,1120
4,614606,Tony Romos Collarbone,8,6,0,1104,1065
8,614606,RAD X,9,5,0,1055,1015
1,614606,Light side of the Moon,9,5,0,1144,1016
5,614606,American  EaglesofFreedom,8,5,1,1056,967
9,614606,Team SILVERADO-777,5,9,0,1002,1139
11,614606,Dirty  Curti,3,11,0,861,1157
10,614606,Bahama Momma,7,6,1,1141,1148
2,614606,Kansas Jayhawks,3,11,0,873,1068
3,614606,Team SquatSkwad,7,7,0,1026,977
7,614606,Here Comes The BOOM,7,7,0,1029,991
10,614609,Team 10,10,3,0,1283,1096
5,614609,Team Longers,9,4,0,1285,1071
9,614609,Susquehanna River Devils,9,4,0,1112,1049
1,614609,Team Pitty,8,5,0,1032,975
2,614609,12 th,5,8,0,1099,1148
6,614609,Team BROWNS 20,6,7,0,1206,1084
8,614609,Team 8,6,7,0,971,1142
4,614609,My Time Guys,4,9,0,961,1106
7,614609,Brooklyn Stars,5,8,0,1144,1180
3,614609,Team CMTKids5,3,10,0,984,1226
7,614615,Team Weir - 3,11,2,0,1309,926
6,614615,Team crab,10,3,0,1169,1019
4,614615,Team palmiere,7,6,0,1164,1192
8,614615,Team Burke,7,6,0,987,1126
1,614615,Team Arroyo,4,9,0,907,1084
3,614615,Bronx Bombers,4,9,0,1021,1095
2,614615,Team Three - Drop,6,7,0,1187,1015
5,614615,Curt Warner,3,10,0,840,1127
19,614627,My Little Bronies,10,2,1,1596,1265
11,614627,Team Magic,10,3,0,1438,1278
14,614627,Team Hitchcock,9,4,0,1484,1376
2,614627,Quindar Tones,8,5,0,1508,1332
16,614627,Team Minions,7,6,0,1342,1347
17,614627,Football Monkeys,8,5,0,1293,1226
5,614627,Team rogers,1,12,0,1160,1489
4,614627,Team deFreitas,4,9,0,1262,1329
9,614627,Thunder Sharks,5,8,0,1266,1391
13,614627,The Frozen Tundra,5,8,0,1318,1455
18,614627,Team Sparks,7,6,0,1308,1273
1,614627,Rowcotsky Gavinauts,3,9,1,1189,1403
2,614634,Team Champs,9,4,0,1289,977
8,614634,Team Steele,9,4,0,1088,979
4,614634,Mr Touchdown,9,4,0,1273,1012
6,614634,LIT DABS,10,3,0,1209,901
10,614634,YourLordAnd SaviorMemeJesus,5,8,0,931,1071
1,614634,Team Coleman #4,6,7,0,904,940
9,614634,DC Outlawz,8,5,0,1071,1031
7,614634,Waco Texas Secure the Bag,2,11,0,837,1113
5,614634,Team 5,3,10,0,771,1113
3,614634,RZACE Uno,4,9,0,711,946
12,614642,The Real Slim  Brady,12,1,0,4916,4066
1,614642,Cannon Ball Dookie,7,6,0,4367,4362
15,614642,Team JP,11,2,0,4856,4174
16,614642,Team Rompers,6,7,0,4807,4682
5,614642,Gruden  Grinders,4,9,0,4323,4429
14,614642,Little Wayne Chrebets,2,11,0,3822,4978
13,614642,team #NeverYield,4,9,0,3960,4470
7,614642,DUST DEEZ NUTS,6,7,0,4482,4371
14,614644,Do Work In Your Mouth,7,6,0,1081,1080
12,614644,I Am Ft. Worth,9,4,0,1079,857
10,614644,Louisiana Cheeseheads,9,4,0,1050,898
8,614644,BRO berge,7,5,1,868,842
5,614644,EL CHAPO,7,5,1,964,960
11,614644,AUTO PICK,7,6,0,1093,983
13,614644,Jay Peezy,6,6,1,973,1008
3,614644,The Trayvon Martins,6,7,0,846,896
2,614644,T-Bass Remains The Same,7,6,0,891,1004
6,614644,Trump Train,6,7,0,1033,1083
7,614644,Chronrick Longdicks,5,7,1,923,981
9,614644,Mitch A-Palooza,5,8,0,883,852
4,614644,Rainbows in  Marrero,5,8,0,901,989
1,614644,Peak Smedvi,3,10,0,828,980
3,614661,Crows  Before Hoes,8,3,0,1026,938
11,614661,Grogans Heroes,8,3,0,949,900
12,614661,Luck her right in the Percy,6,5,0,967,950
5,614661,Its Pennywise,8,3,0,988,874
1,614661,Team Tin Soldier,7,4,0,991,886
9,614661,Jacking Goff To Gurly Pics,6,5,0,856,951
2,614661,Team Mellowtones,2,9,0,809,880
8,614661,Uranus Deep Divers,5,6,0,957,847
13,614661,Huh? Huh?,5,6,0,852,908
10,614661,Milwaukee MVKillerZ,3,8,0,919,957
4,614661,- Reverse Cowgirl,3,8,0,774,954
6,614661,Milwaukee Collins,5,6,0,908,951
9,614670,THE CHAMPS,7,6,0,1244,1129
5,614670,Team Swagatron,8,5,0,1058,1015
2,614670,Team Nocturnal,10,3,0,1237,1071
8,614670,Team 8,8,5,0,1090,1005
10,614670,Team Matthew,7,6,0,1177,1147
3,614670,Bucky Berky,6,7,0,1196,1176
4,614670,Team 4,5,8,0,1104,1167
6,614670,Team Wallace ,7,6,0,1122,973
1,614670,Team Isbister,6,7,0,1099,1151
7,614670,Team 7,1,12,0,696,1190
9,614681,Southlake Dragons,12,1,0,1247,956
3,614681,Alamo City Assassins,9,4,0,1167,1029
4,614681,South Austin Gatos,7,6,0,1176,1025
8,614681,Helotes Hedgehogs,7,6,0,1135,1093
5,614681,Alamo Ranch Seagulls,5,8,0,1066,1094
11,614681,RGV Rugrat,5,8,0,1082,1117
7,614681,North Austin Manatees,5,8,0,968,1171
10,614681,North Side Rollers,7,6,0,1102,1020
1,614681,Boerne Raiders,4,9,0,943,1203
2,614681,Tampa  Tornados,4,9,0,1004,1182
5,614689,Lower Mac Puddy Cats,10,5,0,1611,1577
11,614689,Powder Blues,10,5,0,1709,1512
1,614689,Kung Pow Chickenhawks,9,6,0,1572,1559
2,614689,Son of a Ralph,9,6,0,1719,1547
13,614689,Carr-ted Off,8,7,0,1610,1547
12,614689,THE Roogaroo,5,10,0,1585,1664
6,614689,WENTZ UPON A TIME,5,10,0,1532,1572
7,614689,4th and 20,9,6,0,1570,1585
8,614689,Walter Hartwell White Sr.,7,8,0,1497,1571
4,614689,Wyomissing Railbirds,3,12,0,1467,1739
1,614711,Hits from The Blount,8,5,0,1387,1325
3,614711,Death Blow,10,3,0,1363,1240
10,614711,Parkrose MegaPowers,9,4,0,1414,1310
11,614711,Rams it in you,7,6,0,1426,1347
4,614711,The Double Dippers,8,5,0,1384,1312
2,614711,RandyBoBandy ShouldIBeHere?,7,6,0,1271,1281
7,614711,My team  Catfished me,5,8,0,1306,1273
12,614711,"Houston, we  have a problem",6,7,0,1393,1382
8,614711,cursed  curse ,4,9,0,1151,1321
6,614711,Cleveland  Browns,1,12,0,1133,1437
8,614720,Team Inchiocca,11,2,0,1555,1456
7,614720,KareemHuntsTeam .,7,6,0,1568,1542
2,614720,Mach 5s,7,6,0,1611,1515
3,614720,The Real Slim Shady,10,3,0,1636,1376
1,614720,I Am Deflatest Of All Time,9,4,0,1609,1484
12,614720,Team V (0.0) V,8,5,0,1493,1355
10,614720,Giants  Record,3,10,0,1464,1666
11,614720,Ty went 2-11  two years ago,5,8,0,1386,1543
4,614720,Everyday Im Russelln,4,9,0,1349,1510
13,614720,Parts Unknown Warriors,5,8,0,1393,1476
5,614720,London Silly Nannies,6,7,0,1519,1417
6,614720,Team Greenstein,3,10,0,1241,1484
11,614722,How did This happen,6,7,0,1464,1504
9,614722,The Walking  Dez,6,7,0,1250,1313
10,614722,The Outlaws,11,2,0,1638,1270
1,614722,Gridiron O.G.s,9,4,0,1443,1277
5,614722,Team Yarbrough,8,5,0,1347,1295
6,614722,The  Defibombs,7,6,0,1520,1426
12,614722,Project Mayhem,5,8,0,1262,1427
7,614722,Bring It Bitches,5,8,0,1265,1424
2,614722,bomb   squad,3,10,0,1253,1411
3,614722,EVERYBODY GO LONG,5,8,0,1372,1464
8,614733,McCaffrey Ousside,15,2,0,1668,1252
11,614733,Zeke Be Gone :(,10,7,0,1656,1525
9,614733,Blue Star Nation,10,7,0,1566,1310
7,614733,Husker Power,9,8,0,1696,1554
4,614733,BUDWEISER  BOYS,8,9,0,1521,1643
10,614733,Herban Legends,8,9,0,1373,1485
12,614733,Dont Touch My Vick!,7,10,0,1507,1633
2,614733,Team goodwin,7,10,0,1390,1647
1,614733,Wolfgang Cowboys,6,11,0,1371,1496
6,614733,Bald and Sexy,5,12,0,1355,1558
9,614734,Goal Post Malone,9,4,0,1307,1065
1,614734,Team supervisor #5 ,13,0,0,1350,981
3,614734,Team Dp#2,7,6,0,1213,947
7,614734,VikingsNation 14,8,5,0,1128,1093
8,614734,4 4,7,6,0,1165,1136
6,614734,Teamgggmenn44 6,6,7,0,974,1033
10,614734,lone wolf,7,6,0,1099,1088
4,614734,Hound Dog,2,11,0,728,1122
2,614734,Team 2,3,10,0,840,1121
5,614734,New York Jets,3,10,0,909,1127
17,614736,The A Team,9,4,0,1547,1488
14,614736,T Mobile,12,1,0,2001,1414
18,614736,Team Terrazas,7,6,0,1667,1562
1,614736,No Diggity,10,3,0,1636,1468
13,614736,Mighty Woodchucks,7,6,0,1662,1634
10,614736,I QUIT !!!!!!!!,6,7,0,1518,1515
9,614736,San Diego No Bolts for Me,5,8,0,1479,1493
3,614736,OC Stone Wall,4,9,0,1338,1665
2,614736,Pigskin Posse,4,9,0,1400,1539
16,614736,Team Letson,5,8,0,1485,1559
19,614736,Team KING,4,9,0,1190,1471
15,614736,TB12 Nutrition,5,8,0,1443,1559
5,614738,Suggestion Fox,10,2,0,1333,1154
3,614738,Marshawn Make U Flynch,7,5,0,1473,1178
2,614738,Julia Was Drunk,9,3,0,1503,1254
8,614738,Team Football,6,6,0,1101,1196
4,614738,Timmy Tebows,5,7,0,1265,1267
7,614738,Savy Savroi,3,9,0,999,1335
6,614738,Nut Like Ouu,5,7,0,1190,1193
1,614738,Boyle Was *On Coke,3,9,0,1119,1404
11,614739,South Park Chefs,8,5,0,1312,1295
12,614739,Mousetown Showtimers,7,6,0,1285,1260
7,614739,Jeffs Team ,7,6,0,1315,1248
4,614739,Fairfax Felines,9,4,0,1163,1079
5,614739,Napa Crushers,6,6,1,1129,1108
8,614739,South Siders,7,6,0,1285,1242
3,614739,South Pasadena Parrots,4,9,0,1196,1250
10,614739,David Johnson Haters Club,7,6,0,1211,1133
2,614739,Princeton Producers,5,7,1,1072,1189
1,614739,San Diego Sea Lions,4,9,0,1065,1229
1,614755,OJs Parole Board,10,3,0,1562,1306
8,614755,Team Mong,8,5,0,1554,1401
4,614755,Team 4,9,4,0,1658,1289
3,614755,Zeke Squad,8,5,0,1459,1280
2,614755,Jackmerius Tacktheritrix,5,8,0,1303,1433
6,614755,The Maniacs,3,10,0,1180,1556
7,614755,Baby Ring My Bell,5,8,0,1286,1402
5,614755,frozen tundra,4,9,0,1028,1362
15,614757,Multiple  Scorgasms ,7,4,0,1200,1166
3,614757,Easy E and Da Crunch Bunch,8,3,0,1285,1196
2,614757,Return of  Big TDs,8,2,1,1338,1171
13,614757,Purple Crush,5,5,1,1027,1008
17,614757,King Joeythegreat,7,4,0,1279,1096
16,614757,Fargo Owner 10,5,5,1,1162,1277
6,614757,LAUDERDALE SPARTANS,5,6,0,1176,1138
1,614757,Sofa King Amazing!,5,6,0,1164,1236
4,614757,LV CheeseHead,5,6,0,1121,1181
8,614757,Save Dave,5,6,0,1185,1170
9,614757,Best For Last,2,9,0,1074,1213
7,614757,New Guardian,2,8,1,1041,1200
2,614767,BullShit Bull,6,7,0,1433,1369
12,614767,The Operators  F It Up,5,8,0,1472,1529
5,614767,mu still sucs KU RULES,6,7,0,1482,1498
9,614767,Steamy Hot Shitz,6,7,0,1337,1452
13,614767,J P,9,4,0,1738,1433
3,614767,Urine Trouble,10,3,0,1568,1232
1,614767,Lincoln  Hawk,6,6,1,1463,1390
11,614767,Make AmariCarr Great Again,7,5,1,1373,1527
6,614767,Balls & Sack,4,9,0,1215,1476
10,614767,The  Boobs,5,8,0,1352,1527
13,614769,Team Fritts,7,6,0,1104,1105
11,614769,Boones Blackouts,7,6,0,993,1052
4,614769,Team Lu,6,7,0,1018,1008
9,614769,Team Catfish Dinner,10,3,0,1123,1006
1,614769,Team McFarland,10,3,0,1212,979
3,614769,Team Vattakavanich,8,5,0,1174,986
5,614769,Mustang Comet,7,6,0,1094,1000
2,614769,Fantasy Football Team,6,7,0,885,1001
6,614769,Flying Wedge,5,7,1,956,1022
7,614769,Team Mannino,4,8,1,1059,1129
8,614769,Team Heckman,4,7,2,1047,1085
12,614769,Team Mason,2,11,0,801,1093
12,614793,Jacksonville Jokers,9,4,0,1172,1093
5,614793,Dimension X Foot,9,4,0,1151,1010
9,614793,Oregon Greens,8,5,0,1245,1064
2,614793,Panty Raiders,8,5,0,1116,1082
4,614793,NYC Flying FROGS,6,7,0,1108,1122
11,614793,Salty Futons,9,4,0,1161,1125
7,614793,CERTIFIED  G,4,9,0,1185,1146
8,614793,TEAM TILT,6,7,0,1121,1081
1,614793,Sea Panda,6,7,0,1077,1118
3,614793,Tenneco Towers,6,7,0,1134,1076
6,614793,Put the L in Levittown,6,7,0,1135,1174
10,614793,Dirty Deeds Done Dirt Cheap,1,12,0,694,1208
9,614797,The Leaf Strikes Back,11,2,0,1376,1073
1,614797,The 🙉s,11,2,0,1268,1088
12,614797,Little Red Fournette,8,5,0,1355,1214
14,614797,Team Martin,8,5,0,1245,1108
2,614797,Disoriented Bulls,6,7,0,1243,1303
8,614797,"Half Man, Half Amazing",6,7,0,1205,1123
15,614797,15th Floor Panini Fire,4,9,0,1200,1433
11,614797,Schweddy Rawls,6,7,0,1157,1237
5,614797,TyReeks BBQ Pit,5,8,0,1124,1206
3,614797,Slash Brothers,6,7,0,1016,1162
13,614797,Trap Thugs,4,9,0,1118,1164
7,614797,Hello Boys Im Back!,3,10,0,1002,1199
2,614799,Trust  The Process,10,3,0,1597,1335
10,614799,Team Pro2,8,5,0,1464,1241
9,614799,Mothers Against Domestic Abuse,9,4,0,1456,1346
8,614799,Team Marangoni,8,5,0,1361,1167
12,614799,Team Villa,7,6,0,1334,1327
11,614799,Mickeys  Stingers,6,7,0,1299,1314
3,614799,*Cowboys* Soli,7,6,0,1357,1345
4,614799,Snake 1 08072017,5,8,0,1112,1263
1,614799,Team Laface,6,7,0,1126,1254
6,614799,# 4,2,11,0,1171,1439
7,614799,Bigsticks1 Bgdg39,6,7,0,1092,1138
5,614799,Redder Russia,4,9,0,1136,1335
2,614802,Florida AllWins,9,4,0,1150,1101
7,614802,Team 7,10,3,0,1248,1084
8,614802,Team slice,8,5,0,1088,923
9,614802,Leviticus 11:8,9,4,0,1206,966
10,614802,Baby got Dak,5,8,0,1046,1117
1,614802,Not Havin It,5,8,0,1079,1003
3,614802,Team 3,6,7,0,897,972
5,614802,Team 5,5,8,0,817,1026
6,614802,THE Calikid,3,10,0,902,1119
4,614802,Team Schroeder,5,8,0,1005,1126
3,614823,PUP LIST,8,5,0,1839,1498
12,614823,kenny powers,11,2,0,1720,1324
9,614823,Jumbo Package,8,5,0,1677,1507
1,614823,EASTSIDE DONS,7,6,0,1409,1477
4,614823,We  dem  BOYZ,6,7,0,1596,1474
6,614823,The Rusty Trombones,7,6,0,1328,1401
14,614823,Gronkey  Punch ,6,7,0,1481,1524
13,614823,Team Sayan,7,6,0,1450,1500
7,614823,Purple  Hooters,5,8,0,1397,1457
10,614823,Raid N Plunder,6,7,0,1443,1535
2,614823,Team Darth Raider,5,8,0,1355,1552
11,614823,RedZone Penetrators,2,11,0,1177,1623
13,614829,Beach Bums,9,4,0,1103,860
8,614829,Bill Cosbys Sleepers,7,6,0,1073,1005
7,614829,Wolfdale Warriors,7,6,0,978,971
14,614829,Real Steel,7,6,0,1024,1075
17,614829,The Pickle Barrel,7,6,0,1077,1080
11,614829,Jays Juggernauts,8,5,0,931,953
15,614829,Show me Your T Ds,6,7,0,1070,1067
10,614829,Murder Novas,2,11,0,901,1069
1,614829,Reelin Rebels,6,7,0,1045,1083
16,614829,Amity Justin,6,7,0,956,995
3,614830,Team Fore,11,2,0,1341,1064
4,614830,Panty Raiders,9,4,0,1139,1083
8,614830,Dallas Cowboys   #4,9,4,0,1141,992
7,614830,Team Saints,8,5,0,1143,1070
1,614830,quesadilla and  meat loaf ,7,6,0,1121,1013
5,614830,Ct Team jets,5,8,0,985,1130
6,614830,"Team Breaking ""BAD"" News",5,8,0,1054,990
9,614830,Team 9,2,11,0,722,942
10,614830,SoSa SqUaD 2,4,9,0,1053,1164
2,614830,Team 2,5,8,0,847,1101
11,614843,Eagles Soar Jones,8,4,0,1487,1450
8,614843,SYR Russbus,10,2,0,1472,1118
4,614843,Flash Ahaaa,6,6,0,1400,1452
5,614843,Magnetic Paint  Bawls,10,2,0,1543,1169
1,614843,Amari Testarossa,9,3,0,1440,1226
7,614843,Couple Haters,7,5,0,1372,1288
6,614843,Team  Snowpapa,4,8,0,1303,1344
9,614843,The Artist,3,9,0,1185,1358
3,614843,The Phenomenal One,1,11,0,992,1313
2,614843,The Genetic Freak,2,10,0,947,1422
9,614849,Billy Bobs Team,14,3,0,1597,1431
16,614849,Show me the TDs,12,5,0,1609,1397
3,614849,Whiskey Richard,11,6,0,1592,1334
7,614849,Downs- i-Nation,9,8,0,1622,1479
12,614849,Super Bowlen,9,8,0,1552,1572
14,614849,BJ Hunter,9,8,0,1476,1517
10,614849,Flint Creek Rams,8,9,0,1626,1606
2,614849,fear of bears,8,9,0,1482,1537
13,614849,Tittsburgh Feelers,8,9,0,1457,1479
15,614849,No Experience Necessary,6,11,0,1390,1531
4,614849,Souleks Sudsuckers,6,11,0,1264,1495
1,614849,All Mighty Slewfoot,2,15,0,1340,1629
8,614862,Huntin   for   Points,10,3,0,2096,1866
9,614862,ATL Dirt,9,3,1,2087,1801
2,614862,Gelato withda Y #33,7,6,0,1863,1878
5,614862,Tony HOMO Blows Big BALLS,9,4,0,1818,1758
3,614862,REMEMBER THE HYMENS ,9,4,0,2320,1734
11,614862,Turn Down for WATT!,9,4,0,2137,1806
7,614862,Bonehead Larry,6,7,0,1783,1742
6,614862,28-3  Sorry...34-28,5,8,0,1822,1968
10,614862,HairyBallSack R,6,7,0,1904,1967
12,614862,Champ Is Here,2,11,0,1206,1965
4,614862,The Avengers,3,9,1,1686,1869
1,614862,Georgia Hailraisers,2,11,0,1535,1903
6,614865,MAKE FFB GREAT AGAIN,8,5,0,1518,1293
3,614865,The Greek,8,5,0,1367,1232
10,614865,I am The herdsman,8,5,0,1343,1176
9,614865,Autodraft Legend,8,5,0,1160,1273
2,614865,Endzone Jihads,8,5,0,1353,1132
5,614865,The Real 2013 Champ,8,5,0,1232,1302
1,614865,The Knee -Kaeppe,7,6,0,1244,1145
4,614865,Team Brezinski,4,9,0,924,1110
8,614865,Carpe Diem,4,9,0,1287,1427
11,614865,BG Fightin Kosars,4,9,0,1107,1308
12,614865,Top Guns,5,8,0,1263,1356
7,614865,USA James Woods,6,7,0,1214,1258
15,614874,Its Miller Time,9,4,0,1305,1113
6,614874,Broke my ankles Savin my nephew,7,6,0,1012,1074
8,614874,Beats by Ray,8,5,0,1215,1031
3,614874,Big Ass TDs,10,3,0,1083,908
1,614874,Forgetting Brandon Marshal,6,7,0,1002,1113
11,614874,Team Alvarez,5,8,0,1047,1162
16,614874,Scuba  Squad ,4,9,0,1012,1099
10,614874,TEAM 10,7,6,0,1085,1032
9,614874,Cry Me A Rivers,5,8,0,941,1062
5,614874,Its My Vick In a Box,4,9,0,887,995
11,614876,RO(D)GER THAT!!,9,3,0,2085,1827
4,614876,New Mexico Lobos,10,2,0,2076,1684
2,614876,Forgetting  BrandonMarshall,7,5,0,2155,1801
3,614876,Rise of  the  Cobb-RA ,6,6,0,1857,1854
7,614876,NY Rebels,5,7,0,1760,1884
1,614876,The Gurley  Gates,6,6,0,2018,1934
9,614876,Fire Breathing Rubber Duckies,7,5,0,1918,1926
12,614876,Noise Canceling Jackhammers,6,6,0,1940,1933
10,614876,And the Legend Begins ,1,11,0,1396,2011
8,614876,Colorado Mustangs,3,9,0,1778,2128
5,614877,Mel Kipers Best Available,10,3,0,1353,1015
4,614877,E. Grand Rapids Pioneers,9,4,0,1234,1058
3,614877,Team 3,8,5,0,1085,1068
6,614877,Radiator Hospitals,8,5,0,1122,989
8,614877,Cutlers  Last Stand,5,8,0,927,1075
2,614877,epd 2,4,9,0,836,1163
1,614877,Team 1,4,9,0,1036,1116
7,614877,Team Best team ,4,9,0,990,1099
15,614891,Team Stereo Niners,11,2,0,1484,1197
14,614891,D Montoya,11,2,0,1562,1275
1,614891,Tampa  Terminators,8,5,0,1426,1297
13,614891,Team Forty,6,7,0,1445,1424
10,614891,Hernandez 81 to life,7,6,0,1220,1215
9,614891,Vatos Locos,6,7,0,1388,1492
8,614891,All Up In My Crotchery,4,9,0,1426,1513
5,614891,Georgia MoonShiners,6,7,0,1332,1337
12,614891,Team Romero,3,10,0,997,1421
16,614891,Denver Cool-Arrows,3,10,0,1255,1364
5,614906,Tommy 5Ringz,8,5,0,1283,1149
9,614906,Team TakeTheDub,8,5,0,1278,1115
6,614906,The Double Nickel,8,4,1,1234,1092
2,614906,Queen Mother,10,3,0,1247,1092
10,614906,Team The JackBills,4,9,0,1066,1218
1,614906,Team  Jetpackers,6,7,0,1058,1172
8,614906,Kickin nana Kathy,5,8,0,1013,1159
7,614906,Team rowdyrobert,2,10,1,1043,1225
3,614909,THE Chronic 2018,11,2,0,1903,1558
16,614909,Jizzhut.com /LizaRose,9,4,0,1612,1517
6,614909,THE PU$$Y MONSTER,8,5,0,1601,1519
1,614909,FRENCH MONTANA,7,6,0,1542,1461
2,614909,Kim Jong Un,7,6,0,1722,1642
9,614909,Caseys Younghoes ,6,7,0,1683,1802
10,614909,Josh Gordon  4 Prez,6,7,0,1632,1646
15,614909,DEEEZ NUTZ ,5,8,0,1531,1562
14,614909,Chalky White,5,8,0,1665,1742
11,614909,Ajayinee In the Hiney,5,8,0,1490,1614
13,614909,Bernie Madoff,4,9,0,1514,1631
4,614909,Brazzers.com  /lisaann,5,8,0,1433,1634
1,614916,Los Toros Locos,9,4,0,1585,1334
2,614916,Alshon of the Dead,9,4,0,1642,1419
14,614916,Team We.Dem.Boys! ,9,4,0,1581,1367
16,614916,Partied2Hard  B4DraftDay,9,4,0,1575,1237
6,614916,TDs - N - Beer,9,4,0,1391,1247
11,614916,Team Cerda,7,6,0,1368,1488
15,614916,Krushin PinkCookies,4,9,0,1272,1509
9,614916,Los Gummybears,6,7,0,1382,1420
10,614916,Cucamunga Cracker-Killers,6,7,0,1489,1405
12,614916,Sunland Park  Chuyster Nation,6,7,0,1373,1358
17,614916,Team I hope I win ,3,10,0,1119,1510
7,614916,Kevin Top Pete Bottom,1,12,0,901,1384
26,614930,Team MEL KIPER,7,6,0,1155,1214
19,614930,Team Kingsley,9,4,0,1341,1168
25,614930,Chic Reigns,9,4,0,1259,1133
6,614930,He-Man Woman Haters,11,2,0,1325,1055
22,614930,Buffalo Billable Hours,7,6,0,1130,1138
21,614930,Shoupe There It Is ,9,4,0,1177,1058
2,614930,d NiCE,4,9,0,1139,1297
9,614930,Team macready,5,8,0,1137,1123
24,614930,HA HA Quinnan Dix,5,8,0,1028,1112
1,614930,The Deshroyers,7,6,0,1126,1095
28,614930,Team Murphy,2,11,0,911,1102
27,614930,Graham Murphys Law,3,10,0,997,1230
5,614936,Royal Pains,7,5,0,1605,1613
8,614936,Cookie Monsters,10,2,0,1952,1493
10,614936,Knox Coolers,5,7,0,1495,1551
4,614936,Knox AH Murderers,5,7,0,1544,1607
9,614936,Tennessee Tarheels,7,5,0,1593,1592
1,614936,New Knoxville PatSox,5,7,0,1578,1618
11,614936,Team Smells,4,8,0,1438,1515
6,614936,Atomic Bombs,5,7,0,1377,1592
1,614944,The Jack Attack,9,4,0,1287,1179
3,614944,Irsay It Aint So,8,5,0,1263,1225
10,614944,Hoosier Daddy,10,3,0,1377,1216
4,614944,Team Scoot,10,3,0,1376,1209
5,614944,"Hurt Me Plenty, Nightmare!",6,7,0,1074,1133
13,614944,Team ChargeRams,7,6,0,1217,1141
7,614944,Chocolate Starfish,4,9,0,1104,1243
12,614944,Packer Badger,4,9,0,1067,1138
11,614944,Return Of Roy,5,8,0,1102,1147
2,614944,Thielen Groovy,2,11,0,1063,1299
2,614952,Running  Slingbacks,8,5,0,1481,1369
15,614952,Bumblebee Tunas,12,1,0,1627,1367
3,614952,Suck A Ditka,7,6,0,1596,1482
1,614952,Four Score and  Seven Yards,6,7,0,1394,1418
6,614952,AnyGivenSunday Albanese,10,3,0,1627,1321
13,614952,Straight Outta Pompton,7,6,0,1378,1343
12,614952,Tobys    Team,1,12,0,1312,1636
